"attribute_index","attribute_id","attribute_label","schema_category","layer_1_id","layer_1","layer_2_id","layer_2","layer_3_id","layer_3"
"218","skill_mathematics","Skill: Mathematics","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"219","skill_mental_arithmetic","Skill: Mental arithmetic","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"220","skill_logical_reasoning","Skill: Logical reasoning","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"221","skill_language_learning","Skill: Language learning","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"222","skill_translation","Skill: Translation","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"223","skill_interpretation","Skill: Interpretation","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"224","skill_design_thinking","Skill: Design thinking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"225","skill_prototyping","Skill: Prototyping","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"226","skill_sketching","Skill: Sketching","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"227","skill_drawing","Skill: Drawing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"228","skill_painting","Skill: Painting","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"229","skill_photography","Skill: Photography","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"230","skill_videography","Skill: Videography","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"231","skill_video_editing","Skill: Video editing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"232","skill_audio_production","Skill: Audio production","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"233","skill_cooking","Skill: Cooking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"234","skill_baking","Skill: Baking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"235","skill_budgeting","Skill: Budgeting","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"236","skill_investing","Skill: Investing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"237","skill_diy_repair","Skill: DIY repair","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"238","skill_gardening","Skill: Gardening","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"239","skill_driving","Skill: Driving","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"240","skill_technical_writing","Skill: Technical writing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"241","skill_note_taking","Skill: Note-taking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"242","skill_speed_reading","Skill: Speed reading","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"243","skill_memorization","Skill: Memorization","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"244","skill_active_listening","Skill: Active listening","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"245","skill_empathy","Skill: Empathy","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"246","skill_persuasion","Skill: Persuasion","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"247","skill_facilitation","Skill: Facilitation","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"248","skill_forecasting","Skill: Forecasting","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"249","skill_estimation","Skill: Estimation","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"250","skill_fact_checking","Skill: Fact-checking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"251","skill_proofreading","Skill: Proofreading","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"252","skill_presenting","Skill: Presenting","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"253","skill_networking","Skill: Networking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"254","skill_selling","Skill: Selling","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"255","tool_excel","Tool: Excel","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"256","tool_google_sheets","Tool: Google Sheets","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"257","tool_python","Tool: Python","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"258","tool_r","Tool: R","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"259","tool_sql","Tool: SQL","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"260","tool_tableau","Tool: Tableau","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"261","tool_power_bi","Tool: Power BI","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"262","tool_looker","Tool: Looker","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"263","tool_figma","Tool: Figma","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"264","tool_sketch","Tool: Sketch","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"265","tool_photoshop","Tool: Photoshop","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"266","tool_illustrator","Tool: Illustrator","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"267","tool_indesign","Tool: InDesign","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"268","tool_after_effects","Tool: After Effects","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"269","tool_premiere_pro","Tool: Premiere Pro","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"270","tool_notion","Tool: Notion","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"271","tool_obsidian","Tool: Obsidian","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"272","tool_jira","Tool: Jira","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
"273","tool_linear","Tool: Linear","Skills: Tools","capability","Capability","skills","Skills","tools","Tools"
