"attribute_index","attribute_id","attribute_label","schema_category","layer_1_id","layer_1","layer_2_id","layer_2","layer_3_id","layer_3"
"1","age_bracket","Age bracket","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"2","region","Region","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"3","gender_identity","Gender identity","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"4","urbanicity","Urbanicity","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"5","socioeconomic_band","Socioeconomic band","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"6","primary_language","Primary language","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"7","english_proficiency","English proficiency","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"8","multilingualism","Multilingualism","Linguistic: Language","background","Background","language","Language","language_profile","Language Profile"
"9","register","Dialect / register","Demographic: Core","background","Background","demographics","Demographics","core_demographics","Core Demographics"
"10","domain","Domain","Expertise: Domains","capability","Capability","domains","Domains","cross_domain_expertise_profile","Cross-Domain Expertise Profile"
"11","subject_specialty","Subject specialty","Expertise: Domains","capability","Capability","domains","Domains","cross_domain_expertise_profile","Cross-Domain Expertise Profile"
"12","domain_characteristics","Domain stance","Personality: Character","psychology","Psychology","personality","Personality","character","Character"
"13","highest_education","Highest education","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"14","academic_field","Academic field","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"15","institution_tier","Institution tier","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"16","research_output","Research output","Professional: Career","background","Background","career","Career","career_profile","Career Profile"
"17","seniority","Seniority","Professional: Career","background","Background","career","Career","career_profile","Career Profile"
"18","company_size","Company size","Professional: Industry","background","Background","career","Career","industry","Industry"
"19","role_function","Role function","Professional: Industry","background","Background","career","Career","industry","Industry"
"20","years_experience","Years experience","Professional: Career","background","Background","career","Career","career_profile","Career Profile"
"21","linkedin_activity","LinkedIn activity","Professional: Career","background","Background","career","Career","career_profile","Career Profile"
"22","life_stage","Life stage","Demographic: Life Events","background","Background","demographics","Demographics","life_events","Life Events"
"23","major_life_events","Major life events","Demographic: Life Events","background","Background","demographics","Demographics","life_events","Life Events"
"24","cultural_background","Cultural background","Demographic: Cultural","background","Background","demographics","Demographics","cultural_background","Cultural Background"
"25","tech_savviness","Tech savviness","Expertise: Domains","capability","Capability","domains","Domains","cross_domain_expertise_profile","Cross-Domain Expertise Profile"
"26","dominant_trait","Dominant trait","Personality: Character","psychology","Psychology","personality","Personality","character","Character"
"27","risk_tolerance","Risk tolerance","Risk & Decision","psychology","Psychology","decision_making","Decision-Making","risk_decision","Risk & Decision"
"28","decision_style","Decision style","Risk & Decision","psychology","Psychology","decision_making","Decision-Making","risk_decision","Risk & Decision"
"29","values_priority","Core value","Values & Motivation","psychology","Psychology","worldview","Worldview","values_motivation","Values & Motivation"
"30","political_lean","Political lean","Worldview: Beliefs","psychology","Psychology","worldview","Worldview","beliefs","Beliefs"
"31","religiosity","Religiosity","Values & Motivation","psychology","Psychology","worldview","Worldview","values_motivation","Values & Motivation"
"32","neurotype","Neurotype","Personality: MBTI","psychology","Psychology","personality","Personality","mbti","MBTI"
"33","emotional_state","Emotional state","State: Emotional","behavior_interaction","Behavior and Interaction","interaction_state","Interaction State","current_emotional_state","Current Emotional State"
"34","intent","Intent","State: Emotional","behavior_interaction","Behavior and Interaction","interaction_state","Interaction State","task_interaction_context","Task & Interaction Context"
"35","query_complexity","Query complexity","State: Emotional","behavior_interaction","Behavior and Interaction","interaction_state","Interaction State","task_interaction_context","Task & Interaction Context"
"36","expertise_gap","Expertise gap","Expertise: Domains","capability","Capability","domains","Domains","cross_domain_expertise_profile","Cross-Domain Expertise Profile"
"37","tone_expected","Expected tone","Linguistic: Communication","background","Background","language","Language","communication","Communication"
"38","trust_level","Trust level","Worldview: Beliefs","psychology","Psychology","worldview","Worldview","beliefs","Beliefs"
"39","safety_sensitivity","Safety sensitivity","Worldview: Beliefs","psychology","Psychology","worldview","Worldview","beliefs","Beliefs"
"40","time_pressure","Time pressure","Behavior: Time","behavior_interaction","Behavior and Interaction","personal_behavior","Personal Behavior","time_use","Time Use"
"41","prior_context","Prior context","State: Emotional","behavior_interaction","Behavior and Interaction","interaction_state","Interaction State","task_interaction_context","Task & Interaction Context"
"42","device_context","Device context","State: Emotional","behavior_interaction","Behavior and Interaction","interaction_state","Interaction State","task_interaction_context","Task & Interaction Context"
"43","modality_pref","Modality preference","Behavior: Preferences","behavior_interaction","Behavior and Interaction","personal_behavior","Personal Behavior","preferences","Preferences"
"44","accessibility_needs","Accessibility needs","Behavior: Preferences","behavior_interaction","Behavior and Interaction","personal_behavior","Personal Behavior","preferences","Preferences"
"45","learning_style","Learning style","Learning: Style","background","Background","education","Education","learning_style","Learning Style"
"46","media_diet","Media diet","Behavior: Preferences","behavior_interaction","Behavior and Interaction","personal_behavior","Personal Behavior","preferences","Preferences"
"47","economic_motivation","Economic motivation","Values & Motivation","psychology","Psychology","worldview","Worldview","values_motivation","Values & Motivation"
"48","fam_machine_learning","Familiarity: Machine learning","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"49","fam_deep_learning","Familiarity: Deep learning","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"50","fam_statistics","Familiarity: Statistics","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"51","fam_data_science","Familiarity: Data science","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"52","fam_cardiology","Familiarity: Cardiology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"53","fam_neurology","Familiarity: Neurology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"54","fam_oncology","Familiarity: Oncology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"55","fam_pediatrics","Familiarity: Pediatrics","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"56","fam_psychiatry","Familiarity: Psychiatry","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"57","fam_radiology","Familiarity: Radiology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"58","fam_surgery","Familiarity: Surgery","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"59","fam_immunology","Familiarity: Immunology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"60","fam_constitutional_law","Familiarity: Constitutional law","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"61","fam_contract_law","Familiarity: Contract law","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"62","fam_criminal_law","Familiarity: Criminal law","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"63","fam_tax_law","Familiarity: Tax law","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"64","fam_intellectual_property","Familiarity: Intellectual property","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"65","fam_corporate_finance","Familiarity: Corporate finance","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"66","fam_quantitative_trading","Familiarity: Quantitative trading","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"67","fam_accounting","Familiarity: Accounting","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"68","fam_auditing","Familiarity: Auditing","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"69","fam_macroeconomics","Familiarity: Macroeconomics","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"70","fam_microeconomics","Familiarity: Microeconomics","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"71","fam_behavioral_economics","Familiarity: Behavioral economics","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"72","fam_curriculum_design","Familiarity: Curriculum design","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"73","fam_pedagogy","Familiarity: Pedagogy","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"74","fam_special_education","Familiarity: Special education","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"75","fam_structural_engineering","Familiarity: Structural engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"76","fam_mechanical_engineering","Familiarity: Mechanical engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"77","fam_electrical_engineering","Familiarity: Electrical engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"78","fam_civil_engineering","Familiarity: Civil engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"79","fam_chemical_engineering","Familiarity: Chemical engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"80","fam_aerospace_engineering","Familiarity: Aerospace engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"81","fam_robotics","Familiarity: Robotics","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"82","fam_control_systems","Familiarity: Control systems","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"83","fam_molecular_biology","Familiarity: Molecular biology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"84","fam_genetics","Familiarity: Genetics","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"85","fam_biochemistry","Familiarity: Biochemistry","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"86","fam_organic_chemistry","Familiarity: Organic chemistry","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"87","fam_physical_chemistry","Familiarity: Physical chemistry","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"88","fam_particle_physics","Familiarity: Particle physics","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"89","fam_astrophysics","Familiarity: Astrophysics","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"90","fam_astronomy","Familiarity: Astronomy","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"91","fam_geology","Familiarity: Geology","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"92","fam_oceanography","Familiarity: Oceanography","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"93","fam_climate_science","Familiarity: Climate science","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"94","fam_ecology","Familiarity: Ecology","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"95","fam_sociology","Familiarity: Sociology","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"96","fam_psychology","Familiarity: Psychology","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"97","fam_cognitive_science","Familiarity: Cognitive science","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"98","fam_anthropology","Familiarity: Anthropology","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"99","fam_political_science","Familiarity: Political science","Worldview: Beliefs","psychology","Psychology","worldview","Worldview","beliefs","Beliefs"
"100","fam_international_relations","Familiarity: International relations","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"101","fam_comparative_literature","Familiarity: Comparative literature","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"102","fam_philosophy","Familiarity: Philosophy","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"103","fam_ethics","Familiarity: Ethics","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"104","fam_history","Familiarity: History","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"105","fam_archaeology","Familiarity: Archaeology","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"106","fam_linguistics","Familiarity: Linguistics","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"107","fam_art_history","Familiarity: Art history","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"108","fam_music_theory","Familiarity: Music theory","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"109","fam_film_studies","Familiarity: Film studies","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"110","fam_architecture","Familiarity: Architecture","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"111","fam_urban_planning","Familiarity: Urban planning","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"112","fam_landscape_design","Familiarity: Landscape design","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"113","fam_agronomy","Familiarity: Agronomy","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"114","fam_horticulture","Familiarity: Horticulture","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"115","fam_veterinary_medicine","Familiarity: Veterinary medicine","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"116","fam_nursing","Familiarity: Nursing","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"117","fam_pharmacology","Familiarity: Pharmacology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"118","fam_public_health","Familiarity: Public health","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"119","fam_epidemiology","Familiarity: Epidemiology","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"120","fam_nutrition","Familiarity: Nutrition","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"121","fam_sports_science","Familiarity: Sports science","Expertise: Domains","capability","Capability","domains","Domains","medicine_health_life_sciences","Medicine, Health & Life Sciences"
"122","fam_cybersecurity","Familiarity: Cybersecurity","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"123","fam_cryptography","Familiarity: Cryptography","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"124","fam_computer_networking","Familiarity: Computer networking","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"125","fam_databases","Familiarity: Databases","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"126","fam_distributed_systems","Familiarity: Distributed systems","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"127","fam_operating_systems","Familiarity: Operating systems","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"128","fam_compilers","Familiarity: Compilers","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"129","fam_cloud_infrastructure","Familiarity: Cloud infrastructure","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"130","fam_devops","Familiarity: DevOps","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"131","fam_game_development","Familiarity: Game development","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"132","fam_computer_graphics","Familiarity: Computer graphics","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"133","fam_computer_vision","Familiarity: Computer vision","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"134","fam_natural_language_processing","Familiarity: Natural language processing","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"135","fam_human_computer_interaction","Familiarity: Human-computer interaction","Expertise: Domains","capability","Capability","domains","Domains","computing_data_ai","Computing, Data & AI"
"136","fam_ux_research","Familiarity: UX research","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"137","fam_graphic_design","Familiarity: Graphic design","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"138","fam_industrial_design","Familiarity: Industrial design","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"139","fam_typography","Familiarity: Typography","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"140","fam_journalism","Familiarity: Journalism","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"141","fam_public_relations","Familiarity: Public relations","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"142","fam_brand_marketing","Familiarity: Brand marketing","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"143","fam_performance_marketing","Familiarity: Performance marketing","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"144","fam_seo","Familiarity: SEO","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"145","fam_sales_engineering","Familiarity: Sales engineering","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"146","fam_supply_chain","Familiarity: Supply chain","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"147","fam_logistics","Familiarity: Logistics","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"148","fam_operations_management","Familiarity: Operations management","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"149","fam_lean_manufacturing","Familiarity: Lean manufacturing","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"150","fam_quality_assurance","Familiarity: Quality assurance","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"151","fam_human_resources","Familiarity: Human resources","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"152","fam_organizational_psychology","Familiarity: Organizational psychology","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"153","fam_project_management","Familiarity: Project management","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"154","fam_product_management","Familiarity: Product management","Expertise: Domains","capability","Capability","domains","Domains","business_management_marketing","Business, Management & Marketing"
"155","fam_venture_capital","Familiarity: Venture capital","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"156","fam_private_equity","Familiarity: Private equity","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"157","fam_real_estate","Familiarity: Real estate","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"158","fam_insurance","Familiarity: Insurance","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"159","fam_actuarial_science","Familiarity: Actuarial science","Expertise: Domains","capability","Capability","domains","Domains","law_economics_finance","Law, Economics & Finance"
"160","fam_hospitality_management","Familiarity: Hospitality management","Expertise: Domains","capability","Capability","domains","Domains","hospitality_culinary","Hospitality & Culinary"
"161","fam_culinary_arts","Familiarity: Culinary arts","Expertise: Domains","capability","Capability","domains","Domains","hospitality_culinary","Hospitality & Culinary"
"162","fam_sommelier_knowledge","Familiarity: Sommelier knowledge","Expertise: Domains","capability","Capability","domains","Domains","hospitality_culinary","Hospitality & Culinary"
"163","fam_fashion_design","Familiarity: Fashion design","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"164","fam_textiles","Familiarity: Textiles","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"165","fam_photography","Familiarity: Photography","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"166","fam_cinematography","Familiarity: Cinematography","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"167","fam_music_production","Familiarity: Music production","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"168","fam_sound_engineering","Familiarity: Sound engineering","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"169","fam_animation","Familiarity: Animation","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"170","fam_3d_modeling","Familiarity: 3D modeling","Expertise: Domains","capability","Capability","domains","Domains","arts_design_media","Arts, Design & Media"
"171","fam_geographic_information_systems","Familiarity: Geographic information systems","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"172","fam_meteorology","Familiarity: Meteorology","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"173","fam_forestry","Familiarity: Forestry","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"174","fam_marine_biology","Familiarity: Marine biology","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"175","fam_paleontology","Familiarity: Paleontology","Expertise: Domains","capability","Capability","domains","Domains","natural_environmental_sciences","Natural & Environmental Sciences"
"176","fam_materials_science","Familiarity: Materials science","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"177","fam_nanotechnology","Familiarity: Nanotechnology","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"178","fam_renewable_energy","Familiarity: Renewable energy","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"179","fam_nuclear_engineering","Familiarity: Nuclear engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"180","fam_petroleum_engineering","Familiarity: Petroleum engineering","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"181","fam_mining","Familiarity: Mining","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"182","fam_aviation","Familiarity: Aviation","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"183","fam_maritime_navigation","Familiarity: Maritime navigation","Expertise: Domains","capability","Capability","domains","Domains","engineering_energy_infrastructure","Engineering, Energy & Infrastructure"
"184","fam_military_strategy","Familiarity: Military strategy","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"185","fam_diplomacy","Familiarity: Diplomacy","Expertise: Domains","capability","Capability","domains","Domains","social_sciences_public_affairs","Social Sciences & Public Affairs"
"186","fam_social_work","Familiarity: Social work","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"187","fam_counseling","Familiarity: Counseling","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"188","fam_theology","Familiarity: Theology","Expertise: Domains","capability","Capability","domains","Domains","humanities_cultural_studies","Humanities & Cultural Studies"
"189","fam_religious_studies","Familiarity: Religious studies","Worldview: Beliefs","psychology","Psychology","worldview","Worldview","beliefs","Beliefs"
"190","fam_library_science","Familiarity: Library science","Expertise: Domains","capability","Capability","domains","Domains","education_human_services","Education & Human Services"
"191","skill_writing","Skill: Writing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"192","skill_copywriting","Skill: Copywriting","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"193","skill_editing","Skill: Editing","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"194","skill_storytelling","Skill: Storytelling","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"195","skill_public_speaking","Skill: Public speaking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"196","skill_negotiation","Skill: Negotiation","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"197","skill_coding","Skill: Coding","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"198","skill_debugging","Skill: Debugging","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"199","skill_code_review","Skill: Code review","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"200","skill_system_design","Skill: System design","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"201","skill_data_analysis","Skill: Data analysis","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"202","skill_data_visualization","Skill: Data visualization","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"203","skill_statistical_modeling","Skill: Statistical modeling","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"204","skill_spreadsheet_modeling","Skill: Spreadsheet modeling","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"205","skill_financial_modeling","Skill: Financial modeling","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"206","skill_project_management","Skill: Project management","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"207","skill_product_strategy","Skill: Product strategy","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"208","skill_leadership","Skill: Leadership","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"209","skill_people_management","Skill: People management","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"210","skill_mentoring","Skill: Mentoring","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"211","skill_coaching","Skill: Coaching","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"212","skill_conflict_resolution","Skill: Conflict resolution","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"213","skill_time_management","Skill: Time management","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"214","skill_prioritization","Skill: Prioritization","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"215","skill_research","Skill: Research","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"216","skill_critical_thinking","Skill: Critical thinking","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
"217","skill_problem_solving","Skill: Problem solving","Expertise: Skills","capability","Capability","skills","Skills","general_skills","General Skills"
